epoch,learning_rate,step,train_iou,train_loss,val_iou,val_loss
0,0.00015002433792687953,49,0.25746607780456543,0.6976585984230042,,
0,0.0001500993239460513,99,0.18787479400634766,0.5603572130203247,,
0,0.00015022499428596348,149,0.2989655137062073,0.5187607407569885,,
0,0.0001504013198427856,199,0.34003496170043945,0.5501756072044373,,
0,0.00015062828606460243,249,0.4107474088668823,0.41881951689720154,,
1,0.00015090587839949876,299,0.37065038084983826,0.5203977227210999,,
1,0.00015123408229555935,349,0.43463683128356934,0.45931750535964966,,
1,0.00015161286864895374,399,0.35249319672584534,0.46001163125038147,,
1,0.00015204220835585147,449,0.327707976102829,0.49647751450538635,,
1,0.00015252205776050687,499,0.4785502254962921,0.3907860219478607,,
1,,516,,,0.3875645697116852,0.39957836270332336
2,0.00015305241686291993,549,0.4003009796142578,0.4164365828037262,,
2,0.00015363319835159928,599,0.3669276237487793,0.49433159828186035,,
2,0.0001542643876746297,649,0.4033192992210388,0.4840948283672333,,
2,0.00015494594117626548,699,0.4670286178588867,0.4095993936061859,,
2,0.00015567780064884573,749,0.42579740285873413,0.36654365062713623,,
2,,775,,,0.3949061334133148,0.38951992988586426
3,0.0001564598933327943,799,0.4062824249267578,0.3942103683948517,,
3,0.00015729219012428075,849,0.43997979164123535,0.440117746591568,,
3,0.0001581746037118137,899,0.42987436056137085,0.48121052980422974,,
3,0.0001591070758877322,949,0.46903759241104126,0.42165079712867737,,
3,0.0001600895484443754,999,0.3892371654510498,0.40422382950782776,,
3,,1034,,,0.4116067886352539,0.37886443734169006
4,0.00016112193407025188,1049,0.4952332377433777,0.38783881068229675,,
4,0.00016220417455770075,1099,0.4568291902542114,0.41199690103530884,,
4,0.00016333615349140018,1149,0.3837342858314514,0.5052323341369629,,
4,0.00016451781266368926,1199,0.4424819350242615,0.45950648188591003,,
4,0.0001657490647630766,1249,0.45704734325408936,0.4177716374397278,,
4,,1293,,,0.41929131746292114,0.3689124584197998
5,0.0001670297933742404,1299,0.5396649837493896,0.32915711402893066,,
5,0.0001683599257376045,1349,0.5335144996643066,0.2599375545978546,,
5,0.0001697393599897623,1399,0.4800182580947876,0.40251436829566956,,
5,0.000171167979715392,1449,0.3658214807510376,0.4094625413417816,,
5,0.0001726456976030022,1499,0.49591943621635437,0.38090208172798157,,
5,0.00017417238268535584,1549,0.4406403601169586,0.43869638442993164,,
5,,1552,,,0.42069169878959656,0.36656907200813293
6,0.00017574791854713112,1599,0.4607176184654236,0.43725910782814026,,
6,0.00017737220332492143,1649,0.2753041088581085,0.535586953163147,,
6,0.00017904512060340494,1699,0.4155299961566925,0.4762483537197113,,
6,0.00018076651031151414,1749,0.3622165024280548,0.5234264731407166,,
6,0.00018253628513775766,1799,0.3490654230117798,0.525427520275116,,
6,,1811,,,0.4303576350212097,0.35672155022621155
7,0.000184354285011068,1849,0.4427292048931122,0.3747672438621521,,
7,0.00018622037896420807,1899,0.4949362277984619,0.3738953471183777,,
7,0.00018813442147802562,1949,0.34929341077804565,0.5342997908592224,,
7,0.00019009628158528358,1999,0.42260000109672546,0.4650617241859436,,
7,0.00019210581376682967,2049,0.4697418808937073,0.230381041765213,,
7,,2070,,,0.4347088932991028,0.353163480758667
8,0.00019416285795159638,2099,0.4203318655490875,0.4611167907714844,,
8,0.0001962672540685162,2149,0.39485371112823486,0.46165400743484497,,
8,0.00019841885659843683,2199,0.35723334550857544,0.5331161618232727,,
8,0.00020061749091837555,2249,0.6563669443130493,0.23988020420074463,,
8,0.00020286301150918007,2299,0.5218607187271118,0.35517656803131104,,
8,,2329,,,0.4402514100074768,0.35001614689826965
9,0.00020515522919595242,2349,0.42472201585769653,0.3917848765850067,,
9,0.00020749398390762508,2399,0.31986111402511597,0.49208030104637146,,
9,0.00020987910102121532,2449,0.45484721660614014,0.4395458400249481,,
9,0.0002123104059137404,2499,0.45836618542671204,0.44772806763648987,,
9,0.0002147876948583871,2549,0.49356523156166077,0.3794109523296356,,
9,,2588,,,0.4450682997703552,0.34199467301368713
10,0.00021731079323217273,2599,0.43730688095092773,0.4488693177700043,,
10,0.0002198795264121145,2649,0.47147679328918457,0.40872129797935486,,
10,0.000222493676119484,2699,0.44270968437194824,0.4110881984233856,,
10,0.00022515305317938328,2749,0.43750303983688354,0.44958311319351196,,
10,0.00022785748296882957,2799,0.48243796825408936,0.3254930078983307,,
10,,2847,,,0.4498184025287628,0.3419061601161957
11,0.00023060673265717924,2849,0.42294490337371826,0.36050039529800415,,
11,0.00023340059851761907,2899,0.3251589834690094,0.5704224705696106,,
11,0.00023623889137525111,2949,0.4732430577278137,0.2787494957447052,,
11,0.00023912136384751648,2999,0.4878062605857849,0.375885933637619,,
11,0.00024204784131143242,3049,0.5047526359558105,0.3641817271709442,,
11,0.00024501807638444006,3099,0.4062843918800354,0.3865540325641632,,
11,,3106,,,0.45230478048324585,0.33912765979766846
12,0.0002480318653397262,3149,0.5139403343200684,0.36181268095970154,,
12,0.0002510889316909015,3199,0.5012461543083191,0.33145424723625183,,
12,0.0002541891299188137,3249,0.5847007632255554,0.2878568768501282,,
12,0.00025733213988132775,3299,0.4660953879356384,0.40846380591392517,,
12,0.0002605177869554609,3349,0.38967859745025635,0.48844465613365173,,
12,,3365,,,0.45361506938934326,0.3387201726436615
13,0.0002637458383105695,3399,0.5090681314468384,0.3755398690700531,,
13,0.00026701600290834904,3449,0.48397982120513916,0.41220876574516296,,
13,0.0002703280479181558,3499,0.4555772542953491,0.4324158728122711,,
13,0.00027368174050934613,3549,0.4885282516479492,0.39716216921806335,,
13,0.00027707681874744594,3599,0.42510390281677246,0.46414628624916077,,
13,,3624,,,0.4589550197124481,0.33228904008865356
14,0.0002805130206979811,3649,0.5804340839385986,0.20850515365600586,,
14,0.000283990113530308,3699,0.5357657074928284,0.3340842127799988,,
14,0.0002875078353099525,3749,0.3134869635105133,0.49007540941238403,,
14,0.00029106589499861,3799,0.5295981168746948,0.2715182304382324,,
14,0.00029466403066180646,3849,0.4491668939590454,0.30483564734458923,,
14,,3883,,,0.46123695373535156,0.33438560366630554
15,0.0002983020094688982,3899,0.5068928599357605,0.36347004771232605,,
15,0.00030197951127775013,3949,0.5827141404151917,0.29045143723487854,,
15,0.0003056962741538882,3999,0.42579135298728943,0.47657084465026855,,
15,0.00030945203616283834,4049,0.5613474249839783,0.3162156939506531,,
15,0.00031324647716246545,4099,0.4377533197402954,0.4477238655090332,,
15,,4142,,,0.46155864000320435,0.3285313546657562
16,0.0003170793643221259,4149,0.4448711574077606,0.43899282813072205,,
16,0.0003209503774996847,4199,0.4536639153957367,0.25767001509666443,,
16,0.0003248592256568372,4249,0.473313570022583,0.42579323053359985,,
16,0.00032880561775527894,4299,0.4190784692764282,0.3001307547092438,,
16,0.0003327892627567053,4349,0.5765950679779053,0.31549057364463806,,
16,0.0003368098696228117,4399,0.3739902973175049,0.517427384853363,,
16,,4401,,,0.45788800716400146,0.33952274918556213
17,0.0003408671182114631,4449,0.4007364511489868,0.2613585889339447,,
17,0.00034496071748435497,4499,0.4306071698665619,0.45223894715309143,,
17,0.0003490903472993523,4549,0.6364763379096985,0.24059148132801056,,
17,0.00035325571661815047,4599,0.44770342111587524,0.43288230895996094,,
17,0.00035745647619478405,4649,0.4957769811153412,0.39659661054611206,,
17,,4660,,,0.4582860767841339,0.334227591753006
