epoch,learning_rate,step,train_iou,train_loss,val_iou,val_loss
0,6.000317807774991e-05,49,0.03186875209212303,0.9517583250999451,,
0,6.001297879265621e-05,99,0.06417360156774521,0.9158703088760376,,
0,6.002939699101262e-05,149,0.09181161224842072,0.8829929232597351,,
0,6.005243994877674e-05,199,0.12651820480823517,0.8574979901313782,,
0,6.0082100389990956e-05,249,0.1590190827846527,0.7259384393692017,,
1,6.011838195263408e-05,299,0.1420883983373642,0.8298866152763367,,
1,6.0161284636706114e-05,349,0.1691349297761917,0.8005480170249939,,
1,6.0210804804228246e-05,399,0.12510725855827332,0.8309255838394165,,
1,6.0266946093179286e-05,449,0.13962121307849884,0.7108203172683716,,
1,6.0329704865580425e-05,499,0.19228747487068176,0.7682380676269531,,
1,,516,,,0.19365626573562622,0.645749568939209
2,6.039908475941047e-05,549,0.19713270664215088,0.6523798704147339,,
2,6.047507849871181e-05,599,0.20381015539169312,0.7354066371917725,,
2,6.055768972146325e-05,649,0.18393778800964355,0.7872157096862793,,
2,6.0646918427664787e-05,699,0.2119731903076172,0.6281967759132385,,
2,6.074276097933762e-05,749,0.24887947738170624,0.6841133832931519,,
2,,775,,,0.20929963886737823,0.6237826943397522
3,6.084521737648174e-05,799,0.21942222118377686,0.6260034441947937,,
3,6.095428761909716e-05,849,0.2065676748752594,0.7477810978889465,,
3,6.106997170718387e-05,899,0.1650504767894745,0.6742281317710876,,
3,6.119226600276306e-05,949,0.2263685166835785,0.7175507545471191,,
3,6.132116686785594e-05,999,0.1930806189775467,0.7539991736412048,,
3,,1034,,,0.22825802862644196,0.5969182252883911
4,6.14566815784201e-05,1049,0.22484499216079712,0.7119056582450867,,
4,6.159880285849795e-05,1099,0.19720816612243652,0.729508638381958,,
4,6.174752343213186e-05,1149,0.23188996315002441,0.7056306600570679,,
4,6.190285785123706e-05,1199,0.25606492161750793,0.4794316291809082,,
4,6.206479156389832e-05,1249,0.26715534925460815,0.5452083945274353,,
4,,1293,,,0.2525539994239807,0.5631387233734131
5,6.223333184607327e-05,1299,0.2044859081506729,0.7402026653289795,,
5,6.240847142180428e-05,1349,0.24441662430763245,0.5875375866889954,,
5,6.259020301513374e-05,1399,0.22419510781764984,0.7047634124755859,,
5,6.277854117797688e-05,1449,0.2416049987077713,0.5845276713371277,,
5,6.297347135841846e-05,1499,0.26376283168792725,0.6557396054267883,,
5,6.31749935564585e-05,1549,0.25554829835891724,0.6705033779144287,,
5,,1552,,,0.26165252923965454,0.5454585552215576
