epoch,learning_rate,step,train_iou,train_loss,val_iou,val_loss
0,6.0002206737408414e-05,49,0.028449904173612595,0.836956799030304,,
0,6.000901339575648e-05,99,0.10637135058641434,0.8959218859672546,,
0,6.002041482133791e-05,149,0.15429158508777618,0.8679453134536743,,
0,6.00364146521315e-05,199,0.1553327888250351,0.7318814396858215,,
0,6.005701652611606e-05,249,0.1827838122844696,0.7993378043174744,,
1,6.008220952935517e-05,299,0.14529332518577576,0.722306489944458,,
1,6.011200457578525e-05,349,0.15495526790618896,0.6955036520957947,,
1,6.014639438944869e-05,399,0.16225358843803406,0.779291570186615,,
1,6.018538260832429e-05,449,0.1235945075750351,0.8357637524604797,,
1,6.022896559443325e-05,499,0.21674905717372894,0.7611858248710632,,
1,,516,,,0.18653583526611328,0.6532381176948547
2,6.027714698575437e-05,549,0.1812211126089096,0.7600383758544922,,
2,6.032992314430885e-05,599,0.1983274221420288,0.7699393630027771,,
2,6.0387297708075494e-05,649,0.16447311639785767,0.782046377658844,,
2,6.0449267039075494e-05,699,0.1894547939300537,0.7600523829460144,,
2,6.0515827499330044e-05,749,0.19251121580600739,0.7578598856925964,,
2,,775,,,0.1949518918991089,0.6373347043991089
3,6.058698636479676e-05,799,0.1837308406829834,0.760505199432373,,
3,6.066273999749683e-05,849,0.139342799782753,0.6985906958580017,,
3,6.074308475945145e-05,899,0.17871204018592834,0.6717807054519653,,
3,6.0828024288639426e-05,949,0.23176617920398712,0.7082476615905762,,
3,6.091755494708195e-05,999,0.1824313998222351,0.5599847435951233,,
3,,1034,,,0.2156655341386795,0.6158620119094849
4,6.101168037275784e-05,1049,0.21065491437911987,0.6318296790122986,,
4,6.111039692768827e-05,1099,0.18499507009983063,0.6622236371040344,,
4,6.121370097389445e-05,1149,0.1679975390434265,0.47555676102638245,,
4,6.132159614935517e-05,1199,0.16680200397968292,0.6834836602210999,,
4,6.143408245407045e-05,1249,0.20149832963943481,0.7359327077865601,,
4,,1293,,,0.23802940547466278,0.587662398815155
5,6.155115988804027e-05,1299,0.21672846376895905,0.6273247003555298,,
5,6.167282117530704e-05,1349,0.2811315059661865,0.6621443629264832,,
5,6.179907359182835e-05,1399,0.21178270876407623,0.6236215829849243,,
5,6.192990986164659e-05,1449,0.23426812887191772,0.7031921148300171,,
5,6.206532998476177e-05,1499,0.22597400844097137,0.724245548248291,,
5,6.22053412371315e-05,1549,0.1698053926229477,0.7703909873962402,,
5,,1552,,,0.2474903166294098,0.5694364309310913
6,6.234992906684056e-05,1599,0.2726779282093048,0.6505128145217896,,
6,6.249910074984655e-05,1649,0.3030717968940735,0.6146281957626343,,
6,6.265285628614947e-05,1699,0.21062804758548737,0.5389413833618164,,
6,6.281119567574933e-05,1749,0.2210981398820877,0.7011616826057434,,
6,6.297411164268851e-05,1799,0.3123134672641754,0.5968253016471863,,
6,,1811,,,0.25582683086395264,0.5561465620994568
7,6.314160418696702e-05,1849,0.28947389125823975,0.6222845315933228,,
7,6.331368058454245e-05,1899,0.3018980324268341,0.5324813723564148,,
7,6.349033355945721e-05,1949,0.27087917923927307,0.6612250208854675,,
7,6.367155583575368e-05,1999,0.24103808403015137,0.6715678572654724,,
7,6.385735468938947e-05,2049,0.261501282453537,0.6612812876701355,,
7,,2070,,,0.2630126178264618,0.5438346266746521
8,6.404773012036458e-05,2099,0.2417747974395752,0.5819042325019836,,
8,6.424267485272139e-05,2149,0.2665351331233978,0.6746876835823059,,
8,6.444219616241753e-05,2199,0.25233909487724304,0.5647018551826477,,
8,6.464627949753776e-05,2249,0.2081693410873413,0.635519802570343,,
8,6.48549321340397e-05,2299,0.3009973168373108,0.610126793384552,,
8,,2329,,,0.275034636259079,0.5281327962875366
9,6.506815407192335e-05,2349,0.29670166969299316,0.6225578188896179,,
9,6.52859453111887e-05,2399,0.2977830171585083,0.6250665783882141,,
9,6.550829857587814e-05,2449,0.24753732979297638,0.6567287445068359,,
9,6.573520659003407e-05,2499,0.23350197076797485,0.6746442317962646,,
9,6.59666839055717e-05,2549,0.2020634561777115,0.51510089635849,,
9,,2588,,,0.28148412704467773,0.5161262154579163
10,6.620272324653342e-05,2599,0.32934194803237915,0.5552944540977478,,
10,6.644331733696163e-05,2649,0.28028953075408936,0.6248736381530762,,
10,6.668846617685631e-05,2699,0.24403159320354462,0.6666030883789062,,
10,6.693816976621747e-05,2749,0.25455862283706665,0.5714012980461121,,
10,6.719242810504511e-05,2799,0.34991979598999023,0.5294042825698853,,
10,,2847,,,0.28571850061416626,0.5100205540657043
11,6.745124119333923e-05,2849,0.2616196274757385,0.6314636468887329,,
11,6.771460175514221e-05,2899,0.27824628353118896,0.6384391188621521,,
11,6.798250979045406e-05,2949,0.22727103531360626,0.706730306148529,,
11,6.825497257523239e-05,2999,0.30766576528549194,0.5918961763381958,,
11,6.853197555756196e-05,3049,0.3267322778701782,0.5688056349754333,,
11,6.881351873744279e-05,3099,0.25819432735443115,0.6578774452209473,,
11,,3106,,,0.29235023260116577,0.5003418326377869
12,6.909960939083248e-05,3149,0.2309790849685669,0.5933394432067871,,
12,6.939023296581581e-05,3199,0.34334665536880493,0.5558099746704102,,
12,6.968539673835039e-05,3249,0.29954203963279724,0.5907520055770874,,
12,6.998510070843622e-05,3299,0.3279508948326111,0.5544918179512024,,
12,7.028933760011569e-05,3349,0.20736463367938995,0.7015830874443054,,
12,,3365,,,0.2964433431625366,0.49529245495796204
13,7.059810741338879e-05,3399,0.33760011196136475,0.5343831181526184,,
13,7.091140287229791e-05,3449,0.23356136679649353,0.6787799000740051,,
