epoch,learning_rate,step,train_iou,train_loss,val_iou,val_loss
0,6.000317807774991e-05,49,0.46530961990356445,0.5620912909507751,,
0,6.001297879265621e-05,99,0.23536303639411926,0.4958372712135315,,
0,6.002939699101262e-05,149,0.45192110538482666,0.5064387321472168,,
0,6.005243994877674e-05,199,0.2809675633907318,0.6465339064598083,,
0,6.0082100389990956e-05,249,0.4208906292915344,0.4201754629611969,,
1,6.011838195263408e-05,299,0.4364803433418274,0.49043986201286316,,
1,6.0161284636706114e-05,349,0.4997176229953766,0.34253260493278503,,
1,6.0210804804228246e-05,399,0.3897911608219147,0.4491596221923828,,
1,6.0266946093179286e-05,449,0.285534530878067,0.5566739439964294,,
1,6.0329704865580425e-05,499,0.5561834573745728,0.38125842809677124,,
1,,516,,,0.42106297612190247,0.4055399000644684
2,6.039908475941047e-05,549,0.49759355187416077,0.37076836824417114,,
2,6.047507849871181e-05,599,0.43281155824661255,0.4981301426887512,,
2,6.055768972146325e-05,649,0.46804332733154297,0.3417101800441742,,
2,6.0646918427664787e-05,699,0.48207852244377136,0.4189262390136719,,
2,6.074276097933762e-05,749,0.3992146849632263,0.5204381346702576,,
2,,775,,,0.41495877504348755,0.39805081486701965
3,6.084521737648174e-05,799,0.3600780963897705,0.49963340163230896,,
3,6.095428761909716e-05,849,0.48797178268432617,0.40608882904052734,,
3,6.106997170718387e-05,899,0.5000409483909607,0.4066734313964844,,
3,6.119226600276306e-05,949,0.37190574407577515,0.45483073592185974,,
3,6.132116686785594e-05,999,0.3576459586620331,0.45558905601501465,,
3,,1034,,,0.41621577739715576,0.395839661359787
4,6.14566815784201e-05,1049,0.4381723403930664,0.47468504309654236,,
4,6.159880285849795e-05,1099,0.48529380559921265,0.33573493361473083,,
4,6.174752343213186e-05,1149,0.494755357503891,0.36253079771995544,,
4,6.190285785123706e-05,1199,0.5550001859664917,0.3489401340484619,,
4,6.206479156389832e-05,1249,0.3624900281429291,0.5391485691070557,,
4,,1293,,,0.41722726821899414,0.39010438323020935
5,6.223333184607327e-05,1299,0.5159767866134644,0.4082861840724945,,
5,6.240847142180428e-05,1349,0.5425943732261658,0.3541768491268158,,
5,6.259020301513374e-05,1399,0.3484623432159424,0.5581133961677551,,
5,6.277854117797688e-05,1449,0.3175092935562134,0.595296323299408,,
5,6.297347135841846e-05,1499,0.4678158760070801,0.4233003556728363,,
5,6.31749935564585e-05,1549,0.46011531352996826,0.45026373863220215,,
5,,1552,,,0.41756904125213623,0.38362517952919006
6,6.338310777209699e-05,1599,0.45589789748191833,0.45741701126098633,,
6,6.359781400533393e-05,1649,0.41653215885162354,0.46551838517189026,,
6,6.38191049802117e-05,1699,0.5025880336761475,0.40226855874061584,,
6,6.404698797268793e-05,1749,0.5727370977401733,0.35273477435112,,
6,6.428144843084738e-05,1799,0.45517614483833313,0.35478639602661133,,
6,,1811,,,0.4184096157550812,0.3846080005168915
7,6.452249363064766e-05,1849,0.38881877064704895,0.31429311633110046,,
7,6.477011629613116e-05,1899,0.499099463224411,0.30159977078437805,,
7,6.50243237032555e-05,1949,0.47522640228271484,0.3321581482887268,,
7,6.528510130010545e-05,1999,0.42877107858657837,0.3941868245601654,,
7,6.555244908668101e-05,2049,0.4369487166404724,0.47070732712745667,,
7,,2070,,,0.41957083344459534,0.3810834586620331
8,6.582636706298217e-05,2099,0.44407665729522705,0.4625631868839264,,
8,6.610685522900894e-05,2149,0.462618350982666,0.4602063298225403,,
8,6.639390630880371e-05,2199,0.5916195511817932,0.3272573947906494,,
8,6.668752030236647e-05,2249,0.5362935662269592,0.3499239981174469,,
8,6.69876899337396e-05,2299,0.41598254442214966,0.46724700927734375,,
8,,2329,,,0.41890573501586914,0.37830135226249695
9,6.729442247888073e-05,2349,0.47565600275993347,0.4290141761302948,,
9,6.760770338587463e-05,2399,0.5254650115966797,0.372230589389801,,
9,6.79275399306789e-05,2449,0.4294823408126831,0.38508278131484985,,
9,6.825392483733594e-05,2499,0.5327373743057251,0.34683552384376526,,
9,6.858685082988814e-05,2549,0.2932657301425934,0.5442231893539429,,
9,,2588,,,0.4195520579814911,0.37797197699546814
10,6.892632518429309e-05,2599,0.3897901475429535,0.5189644694328308,,
10,6.927233334863558e-05,2649,0.4480171799659729,0.4065162241458893,,
10,6.962488259887323e-05,2699,0.5119104385375977,0.3880529999732971,,
10,6.99839583830908e-05,2749,0.5756238102912903,0.31302115321159363,,
10,7.03495679772459e-05,2799,0.35249438881874084,0.46493610739707947,,
